date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:19:46	162/162	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Feb%202021%2020:19:47%20GMT	https://d19m59y37dris4.cloudfront.net/foliou/2-0-0/device-mockups/galaxyS5/portrait_black.png	D:/Web_sites/1/d19m59y37dris4.cloudfront.net/foliou/2-0-0/device-mockups/galaxyS5/portrait_black.png	(from https://d19m59y37dris4.cloudfront.net/foliou/2-0-0/css/device-mockups.min.css)
22:19:47	162/162	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Feb%202021%2020:19:48%20GMT	https://d19m59y37dris4.cloudfront.net/foliou/2-0-0/device-mockups/galaxyS5/portrait_white.png	D:/Web_sites/1/d19m59y37dris4.cloudfront.net/foliou/2-0-0/device-mockups/galaxyS5/portrait_white.png	(from https://d19m59y37dris4.cloudfront.net/foliou/2-0-0/css/device-mockups.min.css)
22:19:48	162/162	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Feb%202021%2020:19:49%20GMT	https://d19m59y37dris4.cloudfront.net/foliou/2-0-0/device-mockups/galaxyS5/portrait_gold.png	D:/Web_sites/1/d19m59y37dris4.cloudfront.net/foliou/2-0-0/device-mockups/galaxyS5/portrait_gold.png	(from https://d19m59y37dris4.cloudfront.net/foliou/2-0-0/css/device-mockups.min.css)
22:19:48	162/162	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Feb%202021%2020:19:49%20GMT	https://d19m59y37dris4.cloudfront.net/foliou/2-0-0/device-mockups/galaxyS5/landscape_black.png	D:/Web_sites/1/d19m59y37dris4.cloudfront.net/foliou/2-0-0/device-mockups/galaxyS5/landscape_black.png	(from https://d19m59y37dris4.cloudfront.net/foliou/2-0-0/css/device-mockups.min.css)
22:19:49	162/162	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Feb%202021%2020:19:50%20GMT	https://d19m59y37dris4.cloudfront.net/foliou/2-0-0/device-mockups/galaxyS5/landscape_white.png	D:/Web_sites/1/d19m59y37dris4.cloudfront.net/foliou/2-0-0/device-mockups/galaxyS5/landscape_white.png	(from https://d19m59y37dris4.cloudfront.net/foliou/2-0-0/css/device-mockups.min.css)
22:19:50	162/162	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Feb%202021%2020:19:51%20GMT	https://d19m59y37dris4.cloudfront.net/foliou/2-0-0/device-mockups/galaxyS5/landscape_gold.png	D:/Web_sites/1/d19m59y37dris4.cloudfront.net/foliou/2-0-0/device-mockups/galaxyS5/landscape_gold.png	(from https://d19m59y37dris4.cloudfront.net/foliou/2-0-0/css/device-mockups.min.css)
22:19:50	162/162	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Feb%202021%2020:19:51%20GMT	https://d19m59y37dris4.cloudfront.net/foliou/2-0-0/device-mockups/galaxyTab4/portrait_black.png	D:/Web_sites/1/d19m59y37dris4.cloudfront.net/foliou/2-0-0/device-mockups/galaxyTab4/portrait_black.png	(from https://d19m59y37dris4.cloudfront.net/foliou/2-0-0/css/device-mockups.min.css)
22:19:51	162/162	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Feb%202021%2020:19:52%20GMT	https://d19m59y37dris4.cloudfront.net/foliou/2-0-0/device-mockups/galaxyTab4/portrait_white.png	D:/Web_sites/1/d19m59y37dris4.cloudfront.net/foliou/2-0-0/device-mockups/galaxyTab4/portrait_white.png	(from https://d19m59y37dris4.cloudfront.net/foliou/2-0-0/css/device-mockups.min.css)
22:19:51	162/162	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Feb%202021%2020:19:52%20GMT	https://d19m59y37dris4.cloudfront.net/foliou/2-0-0/device-mockups/iMac/portrait_black.png	D:/Web_sites/1/d19m59y37dris4.cloudfront.net/foliou/2-0-0/device-mockups/iMac/portrait_black.png	(from https://d19m59y37dris4.cloudfront.net/foliou/2-0-0/css/device-mockups.min.css)
22:19:52	162/162	---M--	404	error ('Not%20Found')	text/html	date:Sat,%2013%20Feb%202021%2020:19:53%20GMT	https://d19m59y37dris4.cloudfront.net/foliou/2-0-0/device-mockups/iPad/portrait_black.png	D:/Web_sites/1/d19m59y37dris4.cloudfront.net/foliou/2-0-0/device-mockups/iPad/portrait_black.png	(from https://d19m59y37dris4.cloudfront.net/foliou/2-0-0/css/device-mockups.min.css)
